A	0	5
A	1	3
A	2	8
A	3	5
A	4	3
A	5	10
A	6	3
A	7	3
A	8	5
A	9	7
A	10	6
A	11	4
A	12	9
A	13	9
A	14	9
A	15	2
X	12	2
X	6	1
X	13	2
X	14	0
X	14	4
X	7	0
X	15	0
X	15	0
X	10	2
X	11	1
X	0	4
X	15	0
X	2	5
X	6	2
X	9	0
X	15	1
X	2	5
X	4	1
X	10	0
X	8	1
X	1	2
X	12	2
X	14	2
X	14	5
X	15	1
X	14	0
X	11	3
X	14	5
X	7	1
X	6	0
X	1	0
X	1	0
X	12	0
X	8	4
X	8	3
X	9	1
X	13	5
X	4	0
X	4	2
X	1	0
X	2	0
X	1	1
X	2	1
X	15	1
F	11	3
X	10	2
X	3	1
X	13	8
X	6	0
X	12	8
X	7	1
X	5	8
X	2	0
X	5	8
X	14	3
X	6	2
X	7	1
X	9	5
X	6	2
X	12	4
A	16	6
A	17	3
A	18	4
A	19	5
A	20	6
A	21	6
A	22	7
A	23	1
A	24	2
A	25	4
A	26	7
A	27	8
A	28	1
A	29	4
A	30	4
A	31	6
A	32	5
A	33	4
A	34	1
A	35	1
A	36	6
A	37	3
A	38	5
A	39	6
A	40	7
A	41	5
A	42	3
A	43	5
A	44	6
A	45	5
A	46	2
A	47	1
A	48	7
A	49	9
A	50	6
A	51	1
A	52	1
A	53	8
A	54	6
A	55	6
A	56	5
A	57	10
A	58	1
A	59	2
A	60	1
A	61	5
A	62	10
A	63	9
A	64	1
A	65	4
A	66	4
A	67	4
A	68	6
A	69	10
X	26	2
X	46	1
X	59	1
X	36	0
X	0	3
X	64	0
X	5	5
X	46	1
X	67	0
X	11	1
X	42	2
X	23	0
X	12	6
X	2	3
X	0	1
X	18	3
X	0	2
X	25	1
X	23	0
X	39	1
X	68	3
X	69	6
X	62	7
X	33	2
F	35	0
F	51	0
F	45	0
X	41	0
X	48	4
X	38	3
X	41	0
X	63	6
X	69	0
X	36	5
X	13	6
X	36	0
X	39	1
X	39	4
X	10	1
X	38	0
X	5	8
X	67	3
X	19	4
X	57	0
X	55	0
X	8	0
X	38	4
X	57	7
X	39	3
X	36	1
X	31	1
X	43	2
X	26	3
X	10	4
X	46	1
X	22	5
X	66	0
X	11	0
X	56	1
X	47	0
X	49	4
X	20	0
X	42	2
X	17	1
X	19	1
X	53	2
X	40	5
X	52	0
X	39	3
X	38	2
X	33	0
X	56	1
X	39	3
X	13	2
X	28	0
X	43	4
X	0	1
X	20	3
X	31	3
X	49	3
X	16	5
X	30	3
X	1	1
X	5	0
X	2	3
X	11	2
X	34	0
X	15	1
X	4	2
X	47	0
X	42	1
X	28	0
X	65	2
X	42	0
X	4	0
X	32	2
X	27	1
X	67	2
X	69	8
X	23	0
X	33	2
X	63	5
X	47	0
X	33	3
X	54	1
X	14	0
X	53	4
X	33	1
X	68	5
X	12	8
X	55	1
X	37	0
X	56	2
X	13	3
X	46	1
A	70	10
A	71	4
A	72	3
A	73	7
A	74	10
A	75	1
A	76	7
A	77	6
A	78	4
A	79	2
A	80	1
A	81	1
A	82	6
A	83	9
A	84	8
A	85	1
A	86	5
A	87	2
A	88	5
A	89	8
A	90	1
A	91	8
A	92	2
A	93	10
A	94	6
A	95	4
A	96	9
A	97	7
A	98	6
A	99	10
A	100	7
A	101	3
A	102	3
A	103	2
A	104	9
A	105	9
A	106	8
A	107	10
A	108	8
A	109	4
A	110	2
A	111	2
A	112	1
A	113	8
A	114	2
A	115	8
A	116	6
A	117	8
A	118	8
A	119	6
A	120	9
A	121	4
A	122	1
A	123	5
A	124	3
A	125	2
A	126	3
A	127	5
A	128	3
A	129	3
A	130	2
A	131	7
A	132	8
A	133	3
A	134	5
A	135	8
A	136	7
A	137	8
A	138	5
A	139	6
A	140	9
A	141	3
A	142	2
A	143	10
A	144	8
A	145	2
A	146	10
A	147	5
A	148	5
A	149	1
A	150	7
A	151	2
A	152	6
A	153	10
A	154	2
A	155	8
A	156	8
A	157	8
A	158	1
A	159	10
A	160	3
A	161	10
A	162	3
A	163	4
A	164	2
A	165	5
A	166	6
A	167	5
A	168	3
A	169	7
A	170	6
A	171	10
A	172	8
A	173	8
A	174	4
A	175	1
A	176	5
A	177	8
A	178	8
A	179	9
A	180	3
A	181	4
A	182	10
A	183	10
X	148	1
X	33	0
X	56	4
X	163	1
X	118	5
X	163	2
X	84	1
X	29	1
X	45	4
X	129	0
X	10	3
X	66	3
X	99	5
X	73	1
X	20	4
X	65	2
X	173	2
X	112	0
X	171	3
X	96	5
F	168	1
F	116	1
F	124	2
F	98	3
X	106	5
X	57	8
X	42	0
X	52	0
X	90	0
X	75	0
X	69	7
X	159	6
X	3	0
X	118	4
X	70	6
X	176	2
X	152	4
X	88	2
X	18	0
X	110	1
X	55	3
X	73	0
X	32	1
A	184	1
A	185	9
A	186	10
A	187	10
A	188	1
A	189	8
A	190	9
A	191	7
A	192	2
A	193	6
A	194	10
A	195	8
A	196	1
A	197	3
A	198	8
A	199	8
A	200	5
A	201	10
A	202	8
A	203	9
A	204	1
A	205	10
A	206	4
A	207	3
A	208	10
A	209	7
A	210	1
A	211	7
A	212	1
A	213	2
A	214	8
A	215	9
A	216	6
A	217	8
A	218	8
A	219	6
A	220	1
A	221	3
A	222	9
A	223	5
A	224	10
A	225	4
A	226	7
A	227	5
A	228	5
A	229	6
A	230	7
A	231	9
A	232	9
A	233	4
A	234	4
A	235	8
A	236	1
A	237	8
A	238	3
A	239	4
A	240	10
A	241	5
A	242	4
A	243	5
X	55	4
X	50	4
X	166	5
X	186	0
X	55	5
X	137	5
X	133	2
X	17	1
X	232	8
X	132	6
X	219	0
X	39	5
X	100	3
X	156	7
X	69	3
X	27	1
X	202	7
X	133	1
X	233	3
X	46	0
X	164	0
X	26	3
X	48	0
X	142	0
X	95	3
X	77	3
X	168	2
X	14	5
X	27	4
X	189	1
X	17	2
X	90	0
X	109	0
X	101	2
X	93	6
X	129	0
X	56	2
X	52	0
X	70	4
X	85	0
X	23	0
X	185	3
X	216	0
X	98	0
X	135	7
X	190	7
X	78	2
X	132	2
X	167	3
X	74	0
X	239	3
X	68	2
X	5	7
X	184	0
X	62	6
X	96	8
X	24	1
X	20	2
X	0	3
X	197	2
X	161	8
X	155	4
X	23	0
X	81	0
X	96	0
X	73	5
X	90	0
X	46	0
X	58	0
X	103	1
X	125	1
X	39	2
X	10	1
X	186	7
X	239	0
X	192	0
X	66	1
X	180	2
X	88	1
X	185	5
X	208	3
X	212	0
X	135	0
X	193	2
X	83	7
X	220	0
X	130	0
X	60	0
X	69	6
X	200	1
X	226	1
X	50	1
X	184	0
X	133	2
X	50	4
X	183	9
X	31	5
X	185	0
X	133	0
X	183	6
X	191	2
X	31	2
X	185	6
X	0	3
X	132	2
X	193	2
X	188	0
X	165	4
X	200	4
X	143	8
X	160	1
X	99	2
X	12	2
X	150	0
X	52	0
X	216	0
X	92	0
X	240	4
X	91	3
X	214	6
X	201	9
X	48	1
X	190	3
X	166	5
X	9	4
X	217	6
X	86	3
X	231	2
X	145	0
X	73	2
X	125	1
X	5	8
X	16	2
X	14	7
X	47	0
X	144	2
X	110	1
X	33	3
X	25	1
X	235	1
X	21	5
X	132	5
X	85	0
X	153	2
X	72	2
X	240	1
X	53	2
X	114	0
X	63	1
X	205	2
X	33	3
X	68	5
X	147	1
X	221	0
X	119	1
X	120	1
X	46	1
X	102	2
X	199	2
X	57	6
X	79	0
X	171	0
X	48	1
X	15	0
X	68	4
X	183	7
X	45	4
X	116	0
X	114	1
X	76	4
X	57	8
X	138	4
X	124	1
X	129	1
X	223	1
X	30	0
X	43	1
X	105	6
X	69	9
X	54	0
X	134	0
X	12	4
X	104	2
X	92	0
X	195	7
X	68	2
X	46	0
X	16	2
X	109	1
X	69	4
X	70	1
X	173	0
X	144	0
X	84	2
X	95	3
X	204	0
X	215	2
X	201	2
X	113	4
X	19	4
X	168	2
X	220	0
X	150	6
X	107	1
X	82	4
X	215	5
X	58	0
X	126	1
X	41	4
X	17	1
X	106	2
X	129	0
X	205	0
X	56	4
X	228	4
X	58	0
X	15	1
X	95	3
X	125	0
X	70	9
X	14	0
X	133	1
X	221	0
X	64	0
F	43	3
F	95	3
F	141	1
F	112	0
X	86	1
X	186	3
X	236	0
X	109	3
X	235	4
X	128	2
X	222	1
X	43	4
X	64	0
X	106	5
X	83	4
X	230	5
X	17	2
X	149	0
X	237	7
X	19	4
X	80	0
X	238	0
X	154	0
X	46	0
X	179	0
X	174	0
X	30	1
X	195	0
X	145	1
X	66	2
X	196	0
A	244	7
A	245	2
A	246	2
A	247	9
A	248	1
A	249	10
A	250	4
A	251	2
A	252	8
A	253	1
A	254	9
A	255	7
A	256	5
A	257	2
A	258	5
A	259	1
A	260	10
A	261	10
A	262	4
A	263	6
A	264	1
X	42	0
X	155	2
X	171	5
X	182	3
X	95	2
X	133	2
X	245	0
X	220	0
X	254	1
X	254	8
X	113	4
X	213	0
X	233	0
X	157	7
X	60	0
X	128	1
X	241	0
X	24	1
X	104	6
X	198	7
X	118	0
X	88	3
X	67	2
X	255	2
X	245	1
X	178	6
X	251	1
X	108	4
X	164	0
F	135	4
F	217	5
F	257	0
F	249	8
F	20	1
F	236	0
F	28	0
F	227	1
X	201	3
X	63	1
X	109	0
X	232	6
X	126	2
X	158	0
X	88	2
X	109	2
X	76	1
X	180	1
X	148	1
X	192	1
X	72	1
X	40	2
X	31	5
X	259	0
X	176	0
X	195	3
X	63	6
X	181	0
X	19	1
